casts,directors,id,imdbRate,imdbRateNumber,imdburl,number,rate,title,url
"蒂姆·罗斯,普路特·泰勒·文斯,比尔·努恩,梅兰尼·蒂埃里,阿尔贝托·巴斯克斯",朱塞佩·托纳多雷,1292001,8.1,"45,335",http://www.imdb.com/title/tt0120731,609889,9.2,海上钢琴师,https://movie.douban.com/subject/1292001/
"姜文,葛优,周润发,刘嘉玲,陈坤",姜文,3742360,7.3,"7,143",http://www.imdb.com/title/tt1533117,621367,8.7,让子弹飞,https://movie.douban.com/subject/3742360/
"威尔·史密斯,贾登·史密斯,坦迪·牛顿,布莱恩·豪威 ,詹姆斯·凯伦",加布里埃莱·穆奇诺,1849031,8.0,"370,693",http://www.imdb.com/title/tt0454921,549771,8.9,当幸福来敲门,https://movie.douban.com/subject/1849031/
"张国荣,张丰毅,巩俐,葛优,英达",陈凯歌,1291546,8.1,"19,599",http://www.imdb.com/title/tt0106332,646843,9.5,霸王别姬,https://movie.douban.com/subject/1291546/
"柊瑠美,入野自由,夏木真理,菅原文太,内藤刚志",宫崎骏,1291561,8.6,"478,818",http://www.imdb.com/title/tt0245429,679219,9.2,千与千寻,https://movie.douban.com/subject/1291561/
"让·雷诺,娜塔莉·波特曼,加里·奥德曼,丹尼·爱罗,彼得·阿佩尔",吕克·贝松,1295644,8.6,"810,093",http://www.imdb.com/title/tt0110413,855509,9.4,这个杀手不太冷,https://movie.douban.com/subject/1295644/
"阿米尔·汗,卡琳娜·卡普尔,马达范,沙尔曼·乔希,奥米·瓦依达",拉吉库马尔·希拉尼,3793023,8.4,"252,449",http://www.imdb.com/title/tt1187043,689053,9.1,三傻大闹宝莱坞,https://movie.douban.com/subject/3793023/
"蒂姆·罗宾斯,摩根·弗里曼,鲍勃·冈顿,威廉姆·赛德勒,克兰西·布朗",弗兰克·德拉邦特,1292052,9.3,"1,869,085",http://www.imdb.com/title/tt0111161,898112,9.6,肖申克的救赎,https://movie.douban.com/subject/1292052/
"吴京,弗兰克·格里罗,吴刚,张翰,卢靖姗",吴京,26363254,6.7,"2,161",http://www.imdb.com/title/tt7131870,394749,7.4,战狼2,https://movie.douban.com/subject/26363254/
"玛德琳·卡罗尔,卡兰·麦克奥利菲,瑞贝卡·德·莫妮,安东尼·爱德华兹,约翰·马奥尼",罗伯·莱纳,3319755,7.7,"67,611",http://www.imdb.com/title/tt0817177,560080,8.9,怦然心动,https://movie.douban.com/subject/3319755/
"文章,舒淇,黄渤,罗志祥,李尚正","周星驰,郭子健",5308265,6.8,"9,572",http://www.imdb.com/title/tt2017561,349305,7.1,西游降魔篇,https://movie.douban.com/subject/5308265/
"莱昂纳多·迪卡普里奥,约瑟夫·高登-莱维特,艾伦·佩吉,汤姆·哈迪,渡边谦",克里斯托弗·诺兰,3541415,8.8,"1,635,866",http://www.imdb.com/title/tt1375666,779221,9.2,盗梦空间,https://movie.douban.com/subject/3541415/
"梅尔·吉布森,苏菲·玛索,布莱恩·考克斯,詹姆斯·卡沙莫,辛·劳洛",梅尔·吉布森,1294639,8.4,"810,204",http://www.imdb.com/title/tt0112573,296473,8.8,勇敢的心,https://movie.douban.com/subject/1294639/
"松隆子,冈田将生,木村佳乃,西井幸人,桥本爱",中岛哲也,4268598,7.8,"28,976",http://www.imdb.com/title/tt1590089,339994,8.7,告白,https://movie.douban.com/subject/4268598/
"杨千嬅,余文乐,司徒慧焯,方皓玟,谷祖琳",彭浩翔,4305436,7.2,"1,824",http://www.imdb.com/title/tt1602479,321924,8.0,志明与春娇,https://movie.douban.com/subject/4305436/
"吉约姆·卡内,玛丽昂·歌迪亚,蒂博•费尔哈格,约瑟芬·勒巴-乔利,艾曼妞·格伦沃尔德",杨·塞谬尔,1308817,7.7,"59,559",http://www.imdb.com/title/tt0364517,309320,8.1,两小无猜,https://movie.douban.com/subject/1308817/
casts,directors,id,imdbRate,imdbRateNumber,imdburl,number,rate,title,url
"阿米尔·汗,卡琳娜·卡普尔,马达范,沙尔曼·乔希,奥米·瓦依达",拉吉库马尔·希拉尼,3793023,8.4,252586,http://www.imdb.com/title/tt1187043,689516,9.1,三傻大闹宝莱坞,https://movie.douban.com/subject/3793023/
"威尔·史密斯,贾登·史密斯,坦迪·牛顿,布莱恩·豪威 ,詹姆斯·凯伦",加布里埃莱·穆奇诺,1849031,8.0,370805,http://www.imdb.com/title/tt0454921,550163,8.9,当幸福来敲门,https://movie.douban.com/subject/1849031/
"蒂姆·罗斯,普路特·泰勒·文斯,比尔·努恩,梅兰尼·蒂埃里,阿尔贝托·巴斯克斯",朱塞佩·托纳多雷,1292001,8.1,45348,http://www.imdb.com/title/tt0120731,610272,9.2,海上钢琴师,https://movie.douban.com/subject/1292001/
"莱昂纳多·迪卡普里奥,凯特·温丝莱特,比利·赞恩,凯西·贝茨,弗兰西丝·费舍",詹姆斯·卡梅隆,1292722,7.8,865629,http://www.imdb.com/title/tt0120338,670310,9.2,泰坦尼克号,https://movie.douban.com/subject/1292722/
"张国荣,张丰毅,巩俐,葛优,英达",陈凯歌,1291546,8.1,19602,http://www.imdb.com/title/tt0106332,647484,9.5,霸王别姬,https://movie.douban.com/subject/1291546/
"柊瑠美,入野自由,夏木真理,菅原文太,内藤刚志",宫崎骏,1291561,8.6,479001,http://www.imdb.com/title/tt0245429,679750,9.2,千与千寻,https://movie.douban.com/subject/1291561/
"约翰尼·德普,薇诺娜·瑞德,黛安·韦斯特,安东尼·迈克尔·豪尔,凯西·贝克",蒂姆·波顿,1292370,7.9,385814,http://www.imdb.com/title/tt0099487,485657,8.7,剪刀手爱德华,https://movie.douban.com/subject/1292370/
"让·雷诺,娜塔莉·波特曼,加里·奥德曼,丹尼·爱罗,彼得·阿佩尔",吕克·贝松,1295644,8.6,810405,http://www.imdb.com/title/tt0110413,856186,9.4,这个杀手不太冷,https://movie.douban.com/subject/1295644/
"周星驰,吴孟达,朱茵,蔡少芬,蓝洁瑛",刘镇伟,1292213,8.1,4665,http://www.imdb.com/title/tt0114996,500547,9.2,大话西游之大圣娶亲,https://movie.douban.com/subject/1292213/
"蒂姆·罗宾斯,摩根·弗里曼,鲍勃·冈顿,威廉姆·赛德勒,克兰西·布朗",弗兰克·德拉邦特,1292052,9.3,1869692,http://www.imdb.com/title/tt0111161,898929,9.6,肖申克的救赎,https://movie.douban.com/subject/1292052/
"奥黛丽·塔图,马修·卡索维茨,吕菲斯,洛莱拉·克拉沃塔,塞尔日·梅兰",让-皮埃尔·热内,1292215,8.4,589303,http://www.imdb.com/title/tt0211915,485566,8.7,天使爱美丽,https://movie.douban.com/subject/1292215/
"莱昂纳多·迪卡普里奥,约瑟夫·高登-莱维特,艾伦·佩吉,汤姆·哈迪,渡边谦",克里斯托弗·诺兰,3541415,8.8,1636414,http://www.imdb.com/title/tt1375666,779693,9.2,盗梦空间,https://movie.douban.com/subject/3541415/
"萨姆·沃辛顿,佐伊·索尔达娜,西格妮·韦弗,史蒂芬·朗,米歇尔·罗德里格兹",詹姆斯·卡梅隆,1652587,7.8,957966,http://www.imdb.com/title/tt0499549,524583,8.6,阿凡达,https://movie.douban.com/subject/1652587/
"玛德琳·卡罗尔,卡兰·麦克奥利菲,瑞贝卡·德·莫妮,安东尼·爱德华兹,约翰·马奥尼",罗伯·莱纳,3319755,7.7,67631,http://www.imdb.com/title/tt0817177,560515,8.9,怦然心动,https://movie.douban.com/subject/3319755/
"爱德华·阿斯纳,克里斯托弗·普卢默,乔丹·长井,鲍勃·彼德森,戴尔里·林多","彼特·道格特,鲍勃·彼德森",2129039,8.3,746810,http://www.imdb.com/title/tt1049413,504915,8.9,飞屋环游记,https://movie.douban.com/subject/2129039/
"苏拉·沙玛,拉菲·斯波,伊尔凡·可汗,热拉尔·德帕迪约,塔布",李安,1929463,7.9,484804,http://www.imdb.com/title/tt0454876,588678,9.0,少年派的奇幻漂流,https://movie.douban.com/subject/1929463/
"柯震东,陈妍希,敖犬,郝劭文,蔡昌宪",九把刀,4920528,7.7,7107,http://www.imdb.com/title/tt2036416,496579,8.1,那些年，我们一起追的女孩,https://movie.douban.com/subject/4920528/
"姜文,葛优,周润发,刘嘉玲,陈坤",姜文,3742360,7.3,7143,http://www.imdb.com/title/tt1533117,621686,8.7,让子弹飞,https://movie.douban.com/subject/3742360/
"本·贝尔特,艾丽莎·奈特,杰夫·格尔林,佛莱德·威拉特",安德鲁·斯坦顿,2131459,8.4,803425,http://www.imdb.com/title/tt0910970,508949,9.3,机器人总动员,https://movie.douban.com/subject/2131459/
"汤姆·汉克斯,罗宾·怀特,加里·西尼斯,麦凯尔泰·威廉逊,莎莉·菲尔德",罗伯特·泽米吉斯,1292720,8.8,1409607,http://www.imdb.com/title/tt0109830,728850,9.4,阿甘正传,https://movie.douban.com/subject/1292720/
